repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important
AllenInstitute/AllenSDK,2018-01-01,29,107,194264,131588,325852,1202,58,31803,69330,101133,343,49,162461,62258,224719,859,104,18879,13728,32607,382,47,8968,5852,14820,198,57,9911,7876,17787,184,113,55,58,21,34,16,42,38,33,25,0,14,34,28,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,2,20,57.1428571428572,1.35294117647059,64.7058823529412,0.523629489603025,0.523629489603025,0.523629489603025,0.736842105263158,4.46153846153846,TRUE,2,2,3,7,9.6,6,6,6,6,6,6,70,82.3529411764706,46.1538461538462,62.0689655172414,0.1
AllenInstitute/AllenSDK,2018-07-01,55,197,21862,7607,29469,630,87,9796,3564,13360,270,110,12066,4043,16109,360,197,21862,7607,29469,630,110,12066,4043,16109,360,87,9796,3564,13360,270,126,47,79,24,23,23,56,50,35,38,0,25,60,44,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,2,17,63.1578947368421,1.4,60,0.510204081632653,0.510204081632653,0.510204081632653,0.75,5.18181818181818,TRUE,1,1,3,7,13,6,6,6,6,6,6,70.5882352941177,80,54.5454545454545,75.4385964912281,0.117647058823529
AllenInstitute/AllenSDK,2019-01-01,134,371,3310540,46605,3357145,3450,254,1125843,42848,1168691,1620,117,2184697,3757,2188454,1830,347,93254,42394,135648,1407,103,21805,2506,24311,338,244,71449,39888,111337,1069,616,338,278,115,223,87,191,231,202,150,0,146,147,161,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,4,36,81.3559322033898,1.90909090909091,45.4545454545455,0.268002380480064,0.27286470143613,0.27286470143613,0.342857142857143,3.75,FALSE,1,1,1.5,3,9,9.25,2.9,4.25,8,13,16.6,,,,,0.111111111111111
AllenInstitute/AllenSDK,2019-07-01,142.5,407,2356751,57742,2414493,3417,258,100224,49454,149678,1263,149,2256527,8288,2264815,2154,402,105769,54417,160186,1398,145,20411,7780,28191,256,257,85358,46637,131995,1142,595,275,320,110,165,72,248,140,177,92,0,312,168,208,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2020-01-01,55,135,457849,264967,722816,317,102,457749,264919,722668,303,33,100,48,148,14,135,457849,264967,722816,317,33,100,48,148,14,102,457749,264919,722668,303,912,636,276,204,432,79,197,422,349,232,0,315,80,187,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,11,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2020-07-01,17.5,59,106067,10436,116503,235,48,106066,10435,116501,234,11,1,1,2,1,58,2846,1134,3980,98,11,1,1,2,1,47,2845,1133,3978,97,474,339,135,100,239,41,94,154,190,84,118,148,39,110,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2021-01-01,19,67,25259,1525,26784,187,35,24263,1274,25537,147,32,996,251,1247,40,67,25259,1525,26784,187,32,996,251,1247,40,35,24263,1274,25537,147,1003,808,195,261,547,78,117,386,352,187,592,463,109,210,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2021-07-01,13,57,7323,12485,19808,183,32,7185,12431,19616,163,25,138,54,192,20,57,7323,12485,19808,183,25,138,54,192,20,32,7185,12431,19616,163,174,131,43,53,78,19,24,90,78,50,116,109,33,41,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,14,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2022-01-01,14,75,7807,3251,11058,268,21,6102,2466,8568,196,54,1705,785,2490,72,75,7807,3251,11058,268,54,1705,785,2490,72,21,6102,2466,8568,196,268,235,33,120,115,15,18,145,130,79,290,318,54,80,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,15,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2022-07-01,19,102,147310,145265,292575,222,26,145452,144465,289917,72,76,1858,800,2658,150,102,147310,145265,292575,222,76,1858,800,2658,150,26,145452,144465,289917,72,288,237,51,73,164,12,39,85,139,56,136,103,49,77,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,16,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2023-01-01,9,38,91643,74813,166456,382,15,45767,30392,76159,184,23,45876,44421,90297,198,38,91643,74813,166456,382,23,45876,44421,90297,198,15,45767,30392,76159,184,110,76,34,18,58,9,25,33,45,19,152,166,22,15,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,17,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnalogJ/lexicon,2016-01-01,29.5,128,29920,3160,33080,578,49,27165,2807,29972,454,79,2755,353,3108,124,128,29920,3160,33080,578,79,2755,353,3108,124,49,27165,2807,29972,454,79,28,51,11,17,7,44,35,13,23,0,2,31,6,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,3,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,0,10,1,13,0,1,100,,,,0.5,2.6,FALSE,1.4,2,2,3,4.2,55,55,55,55,55,55,,,,,0.0769230769230769
AnalogJ/lexicon,2016-07-01,16.5,68,48437,2138,50575,354,28,27636,1406,29042,212,40,20801,732,21533,142,68,48437,2138,50575,354,40,20801,732,21533,142,28,27636,1406,29042,212,114,58,56,16,42,16,40,63,34,41,0,5,18,10,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,4,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,0,10,2,29,42.8571428571428,1.25,75,0.58,0.58,0.58,0.321428571428571,2,TRUE,1,1,2,3,3,32,32,32,32,32,32,31.0344827586207,37.5,75,87.5,0.0689655172413793
AnalogJ/lexicon,2017-01-01,29,107,80690,15302,95992,891,48,69805,12830,82635,760,59,10885,2472,13357,131,105,46158,14299,60457,605,59,10885,2472,13357,131,46,35273,11827,47100,474,124,39,85,14,25,17,68,85,25,57,0,18,31,17,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,5,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,0,10,2,27,54.5454545454546,1.34615384615385,65.3846153846154,0.533061224489796,0.533061224489796,0.533061224489796,0.5,1.83333333333333,TRUE,1,1,1,1.25,3.8,43,43,43,43,43,43,48.1481481481482,50,75,86.3636363636364,0.0740740740740741
AnalogJ/lexicon,2017-07-01,10,44,36882,1866,38748,236,19,20169,1835,22004,138,25,16713,31,16744,98,44,36882,1866,38748,236,25,16713,31,16744,98,19,20169,1835,22004,138,96,34,62,11,23,14,48,55,20,31,0,1,14,12,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,6,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,0,10,2,27,50,1.30769230769231,69.2307692307692,0.562283737024221,0.562283737024222,0.562283737024221,0.423076923076923,1.3,TRUE,1,1,1,1,2.1,25,25,25,25,25,25,40.7407407407407,42.3076923076923,80,84.6153846153846,0.0740740740740741
AnalogJ/lexicon,2018-01-01,29,91,312254,108896,421150,1881,40,211243,70547,281790,1429,51,101011,38349,139360,452,87,154413,52476,206889,820,49,49323,18599,67922,226,38,105090,33877,138967,594,350,138,212,45,93,43,169,240,85,147,0,25,38,27,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,0,10,2,59,45.4545454545455,1.28301886792453,71.6981132075472,0.552335640138408,0.552335640138409,0.552335640138408,0.396551724137931,2.68181818181818,TRUE,1,1,2,3,4,75,75,75,75,75,75,38.9830508474576,43.3962264150943,68.1818181818182,86.4406779661017,0.0338983050847458
AnalogJ/lexicon,2018-07-01,42,148,650641,61970,712611,2397,64,427780,42871,470651,1531,84,222861,19099,241960,866,143,639969,54631,694600,1848,82,218841,16312,235153,649,61,421128,38319,459447,1199,296,95,201,27,68,52,149,199,61,116,0,65,43,20,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,0,10,3,43,67.1875,1.5952380952381,57.1428571428571,0.362857142857143,0.365560258409445,0.365560258409445,0.476190476190476,1.77777777777778,TRUE,1,1,1.5,2,3,45,31.4,36.5,45,53.5,58.6,44.1860465116279,45.2380952380953,77.7777777777778,84.375,0.0697674418604651
AnalogJ/lexicon,2019-01-01,44.6666666666667,190,2145827,1695376,3841203,12493,63,1451378,1223788,2675166,8617,127,694449,471588,1166037,3876,184,262953,44692,307645,1624,124,174634,24600,199234,906,60,88319,20092,108411,718,251,97,154,29,68,37,117,156,57,103,0,76,47,19,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,0,10,3,50,76.1194029850746,1.66666666666667,45.2380952380953,0.339463313942578,0.34,0.34,0.510204081632653,1.60869565217391,TRUE,1,1,1,2,2,35.5,31.9,33.25,35.5,37.75,39.1,48,57.1428571428571,86.9565217391305,89.1891891891892,0.06
AnalogJ/lexicon,2019-07-01,20.3333333333333,72,90305,1304,91609,403,27,72033,1104,73137,262,45,18272,200,18472,141,72,90305,1304,91609,403,45,18272,200,18472,141,27,72033,1104,73137,262,102,36,66,7,29,20,46,49,32,43,0,16,28,16,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,3,32,51.4285714285714,1.35714285714286,71.4285714285714,0.357525282569899,0.361495844875346,0.361495844875346,0.451612903225806,1.91666666666667,TRUE,1,1,1.5,2,2.9,20.5,5.7,11.25,20.5,29.75,35.3,40.625,46.4285714285714,66.6666666666667,78.2608695652174,0.09375
AnalogJ/lexicon,2020-01-01,14,92,324130,275267,599397,1265,45,113817,129536,243353,530,47,210313,145731,356044,735,89,154118,92372,246490,755,45,120149,72034,192183,494,44,33969,20338,54307,261,128,50,78,17,33,31,47,61,36,43,0,42,31,11,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,11,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnalogJ/lexicon,2020-07-01,25,163,570838,245467,816305,1052,27,13473,2767,16240,165,136,557365,242700,800065,887,161,549691,233641,783332,738,134,536218,230874,767092,573,27,13473,2767,16240,165,179,42,137,13,29,99,38,133,22,113,15,16,34,8,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnalogJ/lexicon,2021-01-01,20,87,19251,3490,22741,441,20,546,376,922,20,67,18705,3114,21819,421,87,19251,3490,22741,441,67,18705,3114,21819,421,20,546,376,922,20,187,47,140,13,34,129,11,139,39,136,23,13,33,14,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnalogJ/lexicon,2021-07-01,8,72,16284,8026,24310,348,8,830,626,1456,71,64,15454,7400,22854,277,72,16284,8026,24310,348,64,15454,7400,22854,277,8,830,626,1456,71,223,33,190,14,19,139,51,171,25,165,6,0,11,6,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,14,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnalogJ/lexicon,2022-01-01,24,123,1270643,422838,1693481,2713,29,1134643,385540,1520183,2046,94,136000,37298,173298,667,120,178666,57108,235774,991,94,136000,37298,173298,667,26,42666,19810,62476,324,278,47,231,21,26,155,76,199,36,195,14,17,31,14,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,15,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnalogJ/lexicon,2022-07-01,10,31,262522,330985,593507,243,12,131118,164983,296101,110,19,131404,166002,297406,133,31,262522,330985,593507,243,19,131404,166002,297406,133,12,131118,164983,296101,110,217,18,199,8,10,151,48,173,14,173,0,0,8,3,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,16,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnalogJ/lexicon,2023-01-01,11,34,28404,8758,37162,312,14,13056,4035,17091,135,20,15348,4723,20071,177,34,28404,8758,37162,312,20,15348,4723,20071,177,14,13056,4035,17091,135,134,18,116,6,12,80,36,113,13,105,2,0,11,3,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,17,13824387,2019-01-01,2019-07-01T00:00:00Z,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD2KGenomics/toil-scripts,2015-07-01,3,82,8585,6317,14902,160,3,333,15,348,6,79,8252,6302,14554,154,82,8585,6317,14902,160,79,8252,6302,14554,154,3,333,15,348,6,115,94,21,48,46,5,16,24,59,15,0,3,4,43,2015-07-01T00:00:00Z,2018-01-01,,,,,,,,,,,,,,,,,,,,,2,5143256,2016-01-01,2016-07-01T00:00:00Z,2018-01-01T00:00:00Z,1,0,4,2,11,85.7142857142857,1.6,40,0.5,0.5,0.5,0.8,3.71428571428571,TRUE,1,1.5,2,3,8,32,32,32,32,32,32,72.7272727272727,80,85.7142857142857,96.1538461538462,0.181818181818182
BD2KGenomics/toil-scripts,2016-01-01,53,211,36237,22681,58918,721,110,24179,18736,42915,519,101,12058,3945,16003,202,211,36237,22681,58918,721,101,12058,3945,16003,202,110,24179,18736,42915,519,874,406,468,167,239,207,261,578,239,230,0,468,54,157,2015-07-01T00:00:00Z,2018-01-01,,,,,,,,,,,,,,,,,,,,,3,5143256,2016-01-01,2016-07-01T00:00:00Z,2018-01-01T00:00:00Z,1,0,4,2,17,69.5652173913044,1.47058823529412,52.9411764705882,0.5008,0.5008,0.5008,0.75,36.1818181818182,TRUE,2,2.5,6,18,54,215,215,215,215,215,215,70.5882352941177,70.5882352941177,72.7272727272727,97.4874371859297,0.117647058823529
BD2KGenomics/toil-scripts,2016-07-01,48,180,9772,11746,21518,408,99,8464,11304,19768,340,81,1308,442,1750,68,154,4451,6980,11431,280,81,1308,442,1750,68,73,3143,6538,9681,212,368,155,213,58,97,110,103,141,85,72,0,387,53,84,2015-07-01T00:00:00Z,2018-01-01,,,,,,,,,,,,,,,,,,,,,4,5143256,2016-01-01,2016-07-01T00:00:00Z,2018-01-01T00:00:00Z,1,1,4,2,12,61.5384615384615,1.36363636363636,63.6363636363636,0.502222222222222,0.502222222222222,0.502222222222222,0.636363636363636,9.83333333333333,TRUE,3,4.5,7,14.75,19.5,103,103,103,103,103,103,58.3333333333333,63.6363636363636,66.6666666666667,76.271186440678,0.166666666666667
BD2KGenomics/toil-scripts,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,6,3,0,0,1,9,1,0,0,0,9,2015-07-01T00:00:00Z,2018-01-01,,,,,,,,,,,,,,,,,,,,,5,5143256,2016-01-01,2016-07-01T00:00:00Z,2018-01-01T00:00:00Z,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD2KGenomics/toil-scripts,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,2,0,0,0,0,0,2015-07-01T00:00:00Z,2018-01-01,,,,,,,,,,,,,,,,,,,,,6,5143256,2016-01-01,2016-07-01T00:00:00Z,2018-01-01T00:00:00Z,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueBrain/NeuroM,2015-07-01,152,394,34084,11626,45710,984,227,23412,8842,32254,733,167,10672,2784,13456,251,394,34084,11626,45710,984,167,10672,2784,13456,251,227,23412,8842,32254,733,423,70,353,28,42,96,257,394,42,296,0,214,162,18,2015-07-01T00:00:00Z,2023-07-01,1,0.739130434782609,0.826086956521739,0.826086956521739,0.826086956521739,0.91304347826087,7,0.0414201183431953,0.958579881656805,0,0,0,0.952662721893491,0.958579881656805,0.958579881656805,0.958579881656805,0.958579881656805,168,0.994082840236686,,2,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueBrain/NeuroM,2016-01-01,146.5,356,62623,15656,78279,1049,212,40675,13583,54258,834,144,21948,2073,24021,215,356,62623,15656,78279,1049,144,21948,2073,24021,215,212,40675,13583,54258,834,658,289,369,88,201,135,234,520,107,263,0,182,147,41,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,3,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueBrain/NeuroM,2016-07-01,116.5,286,29530,31396,60926,1207,161,24584,23557,48141,972,125,4946,7839,12785,235,286,29530,31396,60926,1207,125,4946,7839,12785,235,161,24584,23557,48141,972,315,196,119,61,135,54,65,206,84,91,0,135,118,57,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,4,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueBrain/NeuroM,2017-01-01,25,59,4888,4268,9156,232,33,2712,2353,5065,131,26,2176,1915,4091,101,59,4888,4268,9156,232,26,2176,1915,4091,101,33,2712,2353,5065,131,136,83,53,26,57,12,41,61,36,30,0,94,25,15,2015-07-01T00:00:00Z,2023-07-01,0.80952380952381,0.476190476190476,0.571428571428571,0.571428571428571,0.571428571428571,0.619047619047619,4,0.137931034482759,0.862068965517241,0,0,0,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.862068965517241,29,1,,5,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueBrain/NeuroM,2017-07-01,20,49,17477,13059,30536,522,24,7479,5760,13239,260,25,9998,7299,17297,262,47,8806,7068,15874,318,23,1327,1308,2635,58,24,7479,5760,13239,260,85,50,35,12,38,5,30,29,25,12,0,56,22,6,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,6,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,2,11,66.6666666666667,1.4,60,0.5,0.5,0.5,0.7,6.5,TRUE,1,1.5,5,9.25,13.5,17,17,17,17,17,17,63.6363636363636,70,66.6666666666667,89.7435897435898,0.181818181818182
BlueBrain/NeuroM,2018-01-01,15,42,5455,3732,9187,208,17,252,165,417,37,25,5203,3567,8770,171,41,659,451,1110,89,24,407,286,693,52,17,252,165,417,37,50,13,37,4,9,6,31,25,10,17,0,44,15,5,2015-07-01T00:00:00Z,2023-07-01,0.9,0.5,0.5,0.6,0.6,0.7,3,0.166666666666667,0.833333333333333,0,0,0,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.833333333333333,18,1,,7,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,1,10,0,1,100,,,,0.555555555555556,3.5,FALSE,1,1,3.5,6,6,6,6,6,6,6,6,,,,,0.1
BlueBrain/NeuroM,2018-07-01,13,28,13711,1362,15073,73,15,13459,761,14220,48,13,252,601,853,25,28,13711,1362,15073,73,13,252,601,853,25,15,13459,761,14220,48,42,11,31,2,9,11,20,8,9,8,0,42,14,6,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,1,9,0,1,100,,,,0.75,9.66666666666667,FALSE,1,1.75,4.5,17,23.5,0,0,0,0,0,0,,,,,0.111111111111111
BlueBrain/NeuroM,2019-01-01,24,55,1312,1329,2641,176,28,659,718,1377,88,27,653,611,1264,88,55,1312,1329,2641,176,27,653,611,1264,88,28,659,718,1377,88,33,22,11,6,16,6,5,17,14,10,0,56,25,5,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,1,9,0,1,100,,,,0.625,3.75,FALSE,1.3,1.75,2.5,4.5,7.2,31,31,31,31,31,31,,,,,0.111111111111111
BlueBrain/NeuroM,2019-07-01,12,32,32892,7049,39941,253,21,32402,6494,38896,226,11,490,555,1045,27,32,32892,7049,39941,253,11,490,555,1045,27,21,32402,6494,38896,226,78,32,46,7,25,19,27,54,14,18,0,42,12,5,2015-07-01T00:00:00Z,2023-07-01,1,0.454545454545455,0.636363636363636,0.636363636363636,0.727272727272727,0.727272727272727,4,0.25,0.75,0,0,0,0.6875,0.6875,0.75,0.75,0.75,16,1,,10,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,1,11,0,1,100,,,,0.7,6.28571428571429,FALSE,1.6,2,4,11,12.4,0,0,0,0,0,0,,,,,0.0909090909090909
BlueBrain/NeuroM,2020-01-01,35,92,267614,71689,339303,792,58,211208,64320,275528,528,34,56406,7369,63775,264,92,267614,71689,339303,792,34,56406,7369,63775,264,58,211208,64320,275528,528,72,19,53,5,14,27,26,27,15,15,0,99,36,10,2015-07-01T00:00:00Z,2023-07-01,1,0.4,0.4,0.4,0.5,0.8,5,0.121951219512195,0.878048780487805,0,0,0,0.829268292682927,0.829268292682927,0.853658536585366,0.878048780487805,0.878048780487805,41,1,,11,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,1,13,0,1,100,,,,0.916666666666667,8.36363636363636,FALSE,2,2,4,15,20,0,0,0,0,0,0,,,,,0.0769230769230769
BlueBrain/NeuroM,2020-07-01,8,30,2359,2848,5207,260,16,1379,1617,2996,144,14,980,1231,2211,116,30,2359,2848,5207,260,14,980,1231,2211,116,16,1379,1617,2996,144,94,12,82,3,9,29,53,69,7,19,7,135,10,0,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,0,13,1,12,0,1,100,,,,0.818181818181818,10.3333333333333,FALSE,2.6,3,7,15,22.6,0,0,0,0,0,0,,,,,0.0833333333333333
BlueBrain/NeuroM,2021-01-01,27,96,40585,167255,207840,769,43,3615,65215,68830,179,53,36970,102040,139010,590,95,8371,135065,143436,525,52,4756,69850,74606,346,43,3615,65215,68830,179,338,78,260,16,62,112,148,259,52,127,312,257,56,36,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,1,13,2,23,73.3333333333333,1.52380952380952,47.6190476190476,0.53125,0.53125,0.53125,0.454545454545455,3.25,FALSE,1,1,2,6,6.3,12.5,8.1,9.75,12.5,15.25,16.9,,,,,0.0869565217391304
BlueBrain/NeuroM,2021-07-01,11,31,20964,20834,41798,425,15,12495,12876,25371,262,16,8469,7958,16427,163,29,6715,5960,12675,192,15,1421,521,1942,48,14,5294,5439,10733,144,144,47,97,13,34,40,57,78,17,30,94,83,18,8,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,14,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueBrain/NeuroM,2022-01-01,24,47,18609,8449,27058,366,37,11524,4492,16016,215,10,7085,3957,11042,151,47,18609,8449,27058,366,10,7085,3957,11042,151,37,11524,4492,16016,215,147,67,80,20,47,24,56,97,39,63,185,159,42,23,2015-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,15,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueBrain/NeuroM,2022-07-01,6,11,274,27,301,20,8,82,17,99,10,3,192,10,202,10,11,274,27,301,20,3,192,10,202,10,8,82,17,99,10,40,7,33,3,4,11,22,16,3,15,57,68,8,1,2015-07-01T00:00:00Z,2023-07-01,1,1,1,1,1,1,2,0.133333333333333,0.533333333333333,3.06666666666667,0.666666666666667,0.0666666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,10,0.666666666666667,4.07142857142857,16,1685078,2020-07-01,2021-01-01T00:00:00Z,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
