,time_period,repo_name,group,treatment_group,time_index,treatment,pr_opener,commits,issue_number,issue_comments
251,2019-01-01,getlogbook/logbook,Other_Cooperative,11.0,9.0,0,5.0,11.0,4.0,6.0
252,2019-01-01,hardbyte/python-can,Other_Uncooperative,13.0,9.0,0,62.0,121.0,147.0,295.0
253,2019-01-01,honeycombio/libhoney-py,Other_Uncooperative,11.0,9.0,0,0.0,0.0,0.0,0.0
254,2019-01-01,ibmdb/python-ibmdbsa,Other_Cooperative,11.0,9.0,0,0.0,0.0,7.0,10.0
255,2019-01-01,inspirehep/hepcrawl,Other_Cooperative,8.0,9.0,1,14.0,30.0,0.0,0.0
256,2019-01-01,irods/python-irodsclient,Other_Cooperative,8.0,9.0,1,3.0,8.0,7.0,11.0
257,2019-01-01,joke2k/faker,Other_Cooperative,13.0,9.0,0,43.0,121.0,66.0,106.0
258,2019-01-01,kelproject/pykube,Other_Cooperative,7.0,9.0,1,0.0,0.0,0.0,0.0
259,2019-01-01,keras-team/keras-preprocessing,Other_Cooperative,11.0,9.0,0,8.0,24.0,87.0,151.0
260,2019-01-01,lektor/lektor,Other_Cooperative,6.0,9.0,1,7.0,21.0,64.0,115.0
261,2019-01-01,matrix-org/matrix-python-sdk,Other_Cooperative,10.0,9.0,0,0.0,0.0,11.0,14.0
262,2019-01-01,mayeut/pybase64,Other_Cooperative,13.0,9.0,0,0.0,61.0,0.0,0.0
263,2019-01-01,mikedh/trimesh,Other_Cooperative,12.0,9.0,0,43.0,261.0,207.0,340.0
264,2019-01-01,mitmproxy/mitmproxy,Other_Uncooperative,6.0,9.0,1,19.0,38.0,170.0,215.0
265,2019-01-01,numba/llvmlite,Other_Cooperative,5.0,9.0,1,19.0,42.0,70.0,111.0
266,2019-01-01,okpy/ok-client,Other_Uncooperative,13.0,9.0,0,4.0,12.0,7.0,13.0
267,2019-01-01,openshift/openshift-restclient-python,Other_Cooperative,12.0,9.0,0,29.0,97.0,36.0,74.0
268,2019-01-01,opentracing/opentracing-python,Other_Cooperative,10.0,9.0,0,3.0,7.0,6.0,8.0
269,2019-01-01,plone/archetypes.multilingual,Other_Cooperative,11.0,9.0,0,2.0,2.0,0.0,0.0
270,2019-01-01,pyca/pynacl,Other_Cooperative,10.0,9.0,0,15.0,34.0,40.0,51.0
271,2019-01-01,pyproj4/pyproj,Other_Uncooperative,13.0,9.0,0,101.0,245.0,211.0,537.0
272,2019-01-01,qiniu/python-sdk,Other_Uncooperative,8.0,9.0,1,7.0,13.0,8.0,12.0
273,2019-01-01,robinhood/faust,Other_Cooperative,13.0,9.0,0,19.0,33.0,109.0,155.0
274,2019-01-01,ros-infrastructure/rospkg,Other_Uncooperative,12.0,9.0,0,4.0,9.0,4.0,4.0
275,2019-01-01,saltstack/salt-testing,Other_Cooperative,5.0,9.0,1,1.0,2.0,2.0,2.0
276,2019-01-01,sbg/sevenbridges-python,Other_Uncooperative,7.0,9.0,1,0.0,60.0,10.0,10.0
277,2019-01-01,secure-systems-lab/securesystemslib,Other_Cooperative,8.0,9.0,1,5.0,7.0,4.0,8.0
278,2019-01-01,signalfx/signalfx-python,Other_Uncooperative,13.0,9.0,0,5.0,9.0,2.0,2.0
279,2019-01-01,sphinx-contrib/openapi,Other_Cooperative,13.0,9.0,0,0.0,1.0,6.0,7.0
280,2019-01-01,square/connect-python-sdk,Other_Uncooperative,11.0,9.0,0,0.0,18.0,9.0,14.0
281,2019-01-01,statsmodels/statsmodels,Other_Cooperative,11.0,9.0,0,158.0,489.0,515.0,897.0
282,2019-01-01,stefanfoulis/django-phonenumber-field,Other_Uncooperative,13.0,9.0,0,11.0,12.0,29.0,35.0
283,2019-01-01,sunscrapers/djoser,Other_Uncooperative,8.0,9.0,1,34.0,112.0,83.0,125.0
284,2019-01-01,tariqdaouda/pyArango,Other_Cooperative,9.0,9.0,1,0.0,0.0,1.0,1.0
285,2019-01-01,tmux-python/libtmux,Other_Uncooperative,10.0,9.0,0,4.0,32.0,6.0,7.0
286,2019-01-01,translate/translate,Other_Cooperative,6.0,9.0,1,27.0,96.0,31.0,36.0
287,2019-01-01,tweepy/tweepy,Other_Cooperative,7.0,9.0,1,11.0,96.0,349.0,375.0
288,2019-01-01,twilio/twilio-python,Other_Uncooperative,13.0,9.0,0,5.0,43.0,24.0,31.0
289,2019-01-01,ultrabug/py3status,Other_Cooperative,9.0,9.0,1,132.0,346.0,151.0,323.0
290,2019-01-01,vmware/pyvcloud,Other_Cooperative,8.0,9.0,1,103.0,110.0,30.0,38.0
291,2019-01-01,warner/magic-wormhole,Other_Uncooperative,12.0,9.0,0,1.0,1.0,11.0,13.0
292,2019-01-01,webrecorder/pywb,Other_Cooperative,11.0,9.0,0,22.0,32.0,22.0,42.0
293,2019-01-01,wildfish/django-star-ratings,Other_Uncooperative,12.0,9.0,0,3.0,3.0,14.0,20.0
294,2019-07-01,CartoDB/carto-python,Other_Cooperative,12.0,10.0,0,7.0,22.0,7.0,7.0
295,2019-07-01,City-of-Helsinki/django-helusers,Other_Uncooperative,12.0,10.0,0,1.0,3.0,0.0,0.0
296,2019-07-01,ClearcodeHQ/mirakuru,Other_Cooperative,14.0,10.0,0,11.0,45.0,2.0,2.0
297,2019-07-01,ClearcodeHQ/pytest-postgresql,Other_Cooperative,14.0,10.0,0,20.0,49.0,18.0,33.0
298,2019-07-01,ClearcodeHQ/pytest-redis,Other_Cooperative,14.0,10.0,0,10.0,27.0,3.0,4.0
299,2019-07-01,Cog-Creators/Red-DiscordBot,Other_Uncooperative,13.0,10.0,0,202.0,359.0,148.0,224.0
300,2019-07-01,CybOXProject/python-cybox,Other_Uncooperative,8.0,10.0,1,3.0,15.0,3.0,4.0
301,2019-07-01,EpistasisLab/tpot,Other_Cooperative,14.0,10.0,0,16.0,16.0,69.0,107.0
302,2019-07-01,Hipo/drf-extra-fields,Other_Cooperative,14.0,10.0,0,10.0,10.0,13.0,17.0
303,2019-07-01,HypothesisWorks/hypothesis,Other_Uncooperative,13.0,10.0,0,162.0,951.0,160.0,327.0
304,2019-07-01,MIT-LCP/wfdb-python,Other_Uncooperative,14.0,10.0,0,0.0,0.0,6.0,9.0
305,2019-07-01,MisterWil/abodepy,Other_Cooperative,13.0,10.0,0,6.0,12.0,15.0,27.0
306,2019-07-01,Parsely/pykafka,Other_Cooperative,10.0,10.0,1,0.0,0.0,11.0,13.0
307,2019-07-01,Sung-Huan/ANNOgesic,Other_Uncooperative,13.0,10.0,0,0.0,0.0,1.0,1.0
308,2019-07-01,UMIACS/rgwadmin,Other_Cooperative,13.0,10.0,0,2.0,4.0,0.0,0.0
309,2019-07-01,WattTime/pyiso,Other_Uncooperative,5.0,10.0,1,0.0,0.0,0.0,0.0
310,2019-07-01,Z3Prover/z3,Other_Uncooperative,14.0,10.0,0,54.0,629.0,489.0,794.0
311,2019-07-01,aio-libs/aiorwlock,Other_Cooperative,14.0,10.0,0,5.0,10.0,0.0,0.0
312,2019-07-01,aio-libs/yarl,Other_Cooperative,13.0,10.0,0,30.0,104.0,41.0,59.0
313,2019-07-01,aiogram/aiogram,Other_Cooperative,13.0,10.0,0,47.0,240.0,47.0,68.0
314,2019-07-01,aiven/aiven-client,Other_Uncooperative,12.0,10.0,0,15.0,31.0,1.0,1.0
315,2019-07-01,appknox/vendor,Other_Cooperative,7.0,10.0,1,4.0,28.0,0.0,0.0
316,2019-07-01,arose/nglview,Other_Uncooperative,12.0,10.0,0,8.0,15.0,36.0,99.0
317,2019-07-01,astropy/regions,Other_Cooperative,11.0,10.0,0,5.0,10.0,14.0,16.0
318,2019-07-01,autoprotocol/autoprotocol-python,Other_Uncooperative,5.0,10.0,1,0.0,0.0,0.0,0.0
319,2019-07-01,awslabs/aws-config-rdk,Other_Uncooperative,11.0,10.0,0,4.0,12.0,12.0,16.0
320,2019-07-01,biolink/ontobio,Other_Uncooperative,14.0,10.0,0,7.0,19.0,22.0,27.0
321,2019-07-01,boto/boto3,Other_Uncooperative,9.0,10.0,1,10.0,488.0,603.0,826.0
322,2019-07-01,boto/botocore,Other_Uncooperative,9.0,10.0,1,48.0,391.0,232.0,310.0
323,2019-07-01,box/box-python-sdk,Other_Uncooperative,14.0,10.0,0,5.0,12.0,31.0,47.0
324,2019-07-01,camptocamp/tilecloud-chain,Other_Uncooperative,14.0,10.0,0,22.0,72.0,2.0,6.0
325,2019-07-01,celery/billiard,Other_Cooperative,5.0,10.0,1,0.0,0.0,0.0,0.0
326,2019-07-01,charlesthk/python-mailchimp,Other_Cooperative,8.0,10.0,1,0.0,0.0,0.0,0.0
327,2019-07-01,cloudbase/PyMI,Other_Uncooperative,12.0,10.0,0,0.0,0.0,5.0,5.0
328,2019-07-01,cloudendpoints/endpoints-management-python,Other_Uncooperative,9.0,10.0,1,0.0,0.0,3.0,3.0
329,2019-07-01,codecov/codecov-python,Other_Uncooperative,8.0,10.0,1,2.0,3.0,14.0,14.0
330,2019-07-01,conan-io/conan-package-tools,Other_Cooperative,11.0,10.0,0,8.0,15.0,35.0,65.0
331,2019-07-01,crate/crash,Other_Cooperative,14.0,10.0,0,17.0,30.0,0.0,0.0
332,2019-07-01,crate/crate-docs-theme,Other_Cooperative,14.0,10.0,0,8.0,18.0,0.0,0.0
333,2019-07-01,cyface/django-termsandconditions,Other_Uncooperative,12.0,10.0,0,3.0,14.0,4.0,5.0
334,2019-07-01,danieliu/play-scraper,Other_Uncooperative,11.0,10.0,0,1.0,2.0,7.0,7.0
335,2019-07-01,data61/anonlink,Other_Cooperative,14.0,10.0,0,23.0,55.0,22.0,30.0
336,2019-07-01,data61/clkhash,Other_Cooperative,14.0,10.0,0,24.0,83.0,32.0,38.0
337,2019-07-01,debops/debops,Other_Cooperative,13.0,10.0,0,313.0,1099.0,125.0,211.0
338,2019-07-01,descarteslabs/descarteslabs-python,Other_Cooperative,14.0,10.0,0,0.0,93.0,1.0,2.0
339,2019-07-01,douban/pymesos,Other_Cooperative,8.0,10.0,1,2.0,7.0,2.0,2.0
340,2019-07-01,dyninc/dyn-python,Other_Uncooperative,5.0,10.0,1,0.0,0.0,0.0,0.0
341,2019-07-01,emc-openstack/storops,Other_Cooperative,13.0,10.0,0,5.0,13.0,12.0,16.0
342,2019-07-01,encode/django-rest-framework,Other_Uncooperative,13.0,10.0,0,109.0,235.0,324.0,494.0
343,2019-07-01,ethereum/eth-tester,Other_Cooperative,13.0,10.0,0,2.0,6.0,11.0,18.0
344,2019-07-01,eventbrite/pysoa,Other_Uncooperative,12.0,10.0,0,2.0,3.0,0.0,0.0
345,2019-07-01,facebook/watchman,Other_Uncooperative,13.0,10.0,0,0.0,260.0,86.0,108.0
346,2019-07-01,fastai/fastai,Other_Uncooperative,11.0,10.0,0,10.0,16.0,116.0,163.0
347,2019-07-01,fugue/credstash,Other_Uncooperative,12.0,10.0,0,8.0,8.0,5.0,6.0
348,2019-07-01,getlogbook/logbook,Other_Cooperative,11.0,10.0,0,0.0,1.0,6.0,10.0
349,2019-07-01,googleapis/python-speech,Other_Uncooperative,14.0,10.0,0,0.0,14.0,0.0,0.0
350,2019-07-01,hardbyte/python-can,Other_Uncooperative,13.0,10.0,0,39.0,54.0,89.0,139.0
351,2019-07-01,holgern/beem,Other_Uncooperative,14.0,10.0,0,5.0,5.0,3.0,3.0
352,2019-07-01,honeycombio/libhoney-py,Other_Uncooperative,11.0,10.0,0,1.0,1.0,0.0,0.0
353,2019-07-01,ibmdb/python-ibmdbsa,Other_Cooperative,11.0,10.0,0,1.0,1.0,2.0,2.0
354,2019-07-01,inspirehep/hepcrawl,Other_Cooperative,8.0,10.0,1,6.0,16.0,0.0,0.0
355,2019-07-01,inveniosoftware/invenio-communities,Other_Cooperative,14.0,10.0,0,1.0,3.0,0.0,0.0
356,2019-07-01,irods/python-irodsclient,Other_Cooperative,8.0,10.0,1,11.0,30.0,20.0,41.0
357,2019-07-01,jazzband/django-axes,Other_Uncooperative,14.0,10.0,0,25.0,90.0,45.0,84.0
358,2019-07-01,joke2k/faker,Other_Cooperative,13.0,10.0,0,48.0,124.0,71.0,110.0
359,2019-07-01,kelproject/pykube,Other_Cooperative,7.0,10.0,1,0.0,0.0,0.0,0.0
360,2019-07-01,keras-team/keras-preprocessing,Other_Cooperative,11.0,10.0,0,7.0,13.0,44.0,57.0
361,2019-07-01,lektor/lektor,Other_Cooperative,6.0,10.0,1,10.0,18.0,73.0,122.0
362,2019-07-01,marshmallow-code/marshmallow,Other_Uncooperative,14.0,10.0,0,81.0,244.0,303.0,534.0
363,2019-07-01,marshmallow-code/webargs,Other_Uncooperative,14.0,10.0,0,21.0,66.0,35.0,68.0
364,2019-07-01,materialsvirtuallab/monty,Other_Uncooperative,14.0,10.0,0,12.0,106.0,3.0,4.0
365,2019-07-01,matrix-org/matrix-python-sdk,Other_Cooperative,10.0,10.0,1,4.0,12.0,6.0,7.0
366,2019-07-01,maxcountryman/flask-login,Other_Uncooperative,14.0,10.0,0,4.0,7.0,16.0,25.0
367,2019-07-01,mayeut/pybase64,Other_Cooperative,13.0,10.0,0,0.0,17.0,1.0,1.0
368,2019-07-01,mikedh/trimesh,Other_Cooperative,12.0,10.0,0,48.0,190.0,273.0,467.0
369,2019-07-01,mitmproxy/mitmproxy,Other_Uncooperative,6.0,10.0,1,57.0,167.0,250.0,305.0
370,2019-07-01,napalm-automation/napalm,Other_Cooperative,14.0,10.0,0,29.0,59.0,85.0,138.0
371,2019-07-01,numba/llvmlite,Other_Cooperative,5.0,10.0,1,0.0,0.0,0.0,0.0
372,2019-07-01,okpy/ok-client,Other_Uncooperative,13.0,10.0,0,2.0,4.0,11.0,14.0
373,2019-07-01,openshift/openshift-restclient-python,Other_Cooperative,12.0,10.0,0,14.0,46.0,35.0,47.0
374,2019-07-01,opentracing/opentracing-python,Other_Cooperative,10.0,10.0,1,4.0,10.0,2.0,2.0
375,2019-07-01,pallets/click,Other_Uncooperative,14.0,10.0,0,18.0,32.0,134.0,183.0
376,2019-07-01,pallets/flask,Other_Uncooperative,14.0,10.0,0,34.0,73.0,237.0,308.0
377,2019-07-01,pallets/itsdangerous,Other_Uncooperative,14.0,10.0,0,1.0,12.0,14.0,16.0
378,2019-07-01,pallets/jinja,Other_Uncooperative,14.0,10.0,0,58.0,158.0,157.0,206.0
379,2019-07-01,pallets/markupsafe,Other_Uncooperative,14.0,10.0,0,1.0,1.0,1.0,1.0
380,2019-07-01,plone/archetypes.multilingual,Other_Cooperative,11.0,10.0,0,1.0,8.0,1.0,2.0
381,2019-07-01,postlund/pyatv,Other_Cooperative,14.0,10.0,0,85.0,193.0,163.0,571.0
382,2019-07-01,pyca/pynacl,Other_Cooperative,10.0,10.0,1,3.0,9.0,34.0,39.0
383,2019-07-01,pyproj4/pyproj,Other_Uncooperative,13.0,10.0,0,81.0,188.0,142.0,342.0
384,2019-07-01,python-intelhex/intelhex,Other_Uncooperative,14.0,10.0,0,3.0,4.0,12.0,12.0
385,2019-07-01,python-trio/trustme,Other_Cooperative,14.0,10.0,0,9.0,20.0,5.0,7.0
386,2019-07-01,python-visualization/folium,Other_Uncooperative,14.0,10.0,0,12.0,27.0,94.0,170.0
387,2019-07-01,pyupio/safety,Other_Cooperative,14.0,10.0,0,2.0,3.0,11.0,12.0
388,2019-07-01,qiniu/python-sdk,Other_Uncooperative,8.0,10.0,1,2.0,4.0,8.0,8.0
389,2019-07-01,robinhood/faust,Other_Cooperative,13.0,10.0,0,39.0,43.0,122.0,187.0
390,2019-07-01,ros-infrastructure/rospkg,Other_Uncooperative,12.0,10.0,0,12.0,22.0,7.0,10.0
391,2019-07-01,rq/django-rq,Other_Cooperative,14.0,10.0,0,8.0,18.0,26.0,31.0
392,2019-07-01,saltstack/salt-testing,Other_Cooperative,5.0,10.0,1,0.0,0.0,0.0,0.0
393,2019-07-01,sbg/sevenbridges-python,Other_Uncooperative,7.0,10.0,1,1.0,75.0,0.0,0.0
394,2019-07-01,secure-systems-lab/securesystemslib,Other_Cooperative,8.0,10.0,1,23.0,139.0,12.0,16.0
395,2019-07-01,signalfx/signalfx-python,Other_Uncooperative,13.0,10.0,0,1.0,2.0,2.0,2.0
396,2019-07-01,sphinx-contrib/openapi,Other_Cooperative,13.0,10.0,0,11.0,15.0,6.0,16.0
397,2019-07-01,sqreen/PyMiniRacer,Other_Uncooperative,14.0,10.0,0,0.0,0.0,4.0,7.0
398,2019-07-01,square/connect-python-sdk,Other_Uncooperative,11.0,10.0,0,1.0,8.0,1.0,2.0
399,2019-07-01,statsmodels/statsmodels,Other_Cooperative,11.0,10.0,0,299.0,603.0,553.0,1034.0
400,2019-07-01,stefanfoulis/django-phonenumber-field,Other_Uncooperative,13.0,10.0,0,7.0,25.0,14.0,20.0
401,2019-07-01,sunscrapers/djoser,Other_Uncooperative,8.0,10.0,1,9.0,23.0,76.0,106.0
402,2019-07-01,tariqdaouda/pyArango,Other_Cooperative,9.0,10.0,1,0.0,0.0,0.0,0.0
403,2019-07-01,tmux-python/libtmux,Other_Uncooperative,10.0,10.0,1,3.0,19.0,5.0,7.0
404,2019-07-01,translate/translate,Other_Cooperative,6.0,10.0,1,16.0,41.0,13.0,18.0
405,2019-07-01,trek10inc/awsume,Other_Uncooperative,14.0,10.0,0,5.0,5.0,17.0,39.0
406,2019-07-01,tsifrer/python-twitch-client,Other_Uncooperative,14.0,10.0,0,2.0,2.0,0.0,0.0
407,2019-07-01,tweepy/tweepy,Other_Cooperative,7.0,10.0,1,10.0,111.0,165.0,232.0
408,2019-07-01,twilio/twilio-python,Other_Uncooperative,13.0,10.0,0,20.0,61.0,40.0,51.0
409,2019-07-01,ultrabug/py3status,Other_Cooperative,9.0,10.0,1,38.0,102.0,44.0,79.0
410,2019-07-01,vega/ipyvega,Other_Cooperative,14.0,10.0,0,0.0,16.0,9.0,16.0
411,2019-07-01,vmware/pyvcloud,Other_Cooperative,8.0,10.0,1,16.0,34.0,65.0,71.0
412,2019-07-01,warner/magic-wormhole,Other_Uncooperative,12.0,10.0,0,0.0,2.0,25.0,27.0
413,2019-07-01,webrecorder/pywb,Other_Cooperative,11.0,10.0,0,34.0,47.0,13.0,15.0
414,2019-07-01,wildfish/django-star-ratings,Other_Uncooperative,12.0,10.0,0,3.0,3.0,6.0,7.0
415,2019-07-01,ypcrts/fqdn,Other_Uncooperative,14.0,10.0,0,0.0,1.0,0.0,0.0
416,2020-01-01,CartoDB/carto-python,Other_Cooperative,12.0,11.0,0,6.0,12.0,4.0,4.0
417,2020-01-01,City-of-Helsinki/django-helusers,Other_Uncooperative,12.0,11.0,0,10.0,17.0,0.0,0.0
418,2020-01-01,ClearcodeHQ/mirakuru,Other_Cooperative,14.0,11.0,0,3.0,11.0,6.0,8.0
419,2020-01-01,ClearcodeHQ/pytest-postgresql,Other_Cooperative,14.0,11.0,0,10.0,28.0,5.0,5.0
420,2020-01-01,ClearcodeHQ/pytest-redis,Other_Cooperative,14.0,11.0,0,1.0,4.0,5.0,6.0
421,2020-01-01,Cog-Creators/Red-DiscordBot,Other_Uncooperative,13.0,11.0,0,486.0,735.0,317.0,444.0
422,2020-01-01,CybOXProject/python-cybox,Other_Uncooperative,8.0,11.0,1,2.0,10.0,1.0,1.0
423,2020-01-01,EpistasisLab/tpot,Other_Cooperative,14.0,11.0,0,16.0,18.0,75.0,115.0
424,2020-01-01,Hipo/drf-extra-fields,Other_Cooperative,14.0,11.0,0,7.0,7.0,13.0,17.0
425,2020-01-01,HypothesisWorks/hypothesis,Other_Uncooperative,13.0,11.0,0,79.0,353.0,151.0,293.0
426,2020-01-01,MIT-LCP/wfdb-python,Other_Uncooperative,14.0,11.0,0,0.0,0.0,22.0,40.0
427,2020-01-01,MLBazaar/MLBlocks,Other_Uncooperative,14.0,11.0,0,0.0,16.0,0.0,0.0
428,2020-01-01,MisterWil/abodepy,Other_Cooperative,13.0,11.0,0,9.0,15.0,9.0,13.0
429,2020-01-01,MycroftAI/adapt,Other_Uncooperative,15.0,11.0,0,3.0,3.0,8.0,14.0
430,2020-01-01,Parsely/pykafka,Other_Cooperative,10.0,11.0,1,0.0,0.0,6.0,6.0
431,2020-01-01,Sung-Huan/ANNOgesic,Other_Uncooperative,13.0,11.0,0,0.0,0.0,15.0,67.0
432,2020-01-01,UMIACS/rgwadmin,Other_Cooperative,13.0,11.0,0,2.0,4.0,0.0,0.0
433,2020-01-01,WattTime/pyiso,Other_Uncooperative,5.0,11.0,1,0.0,0.0,0.0,0.0
434,2020-01-01,Z3Prover/z3,Other_Uncooperative,14.0,11.0,0,104.0,2195.0,1443.0,2014.0
435,2020-01-01,aio-libs/aiorwlock,Other_Cooperative,14.0,11.0,0,0.0,0.0,1.0,1.0
436,2020-01-01,aio-libs/yarl,Other_Cooperative,13.0,11.0,0,4.0,11.0,16.0,22.0
437,2020-01-01,aiogram/aiogram,Other_Cooperative,13.0,11.0,0,51.0,110.0,59.0,90.0
438,2020-01-01,aiven/aiven-client,Other_Uncooperative,12.0,11.0,0,10.0,21.0,2.0,3.0
439,2020-01-01,ansible/ansible-runner,Other_Uncooperative,15.0,11.0,0,32.0,33.0,37.0,51.0
440,2020-01-01,appknox/vendor,Other_Cooperative,7.0,11.0,1,3.0,8.0,0.0,0.0
441,2020-01-01,arose/nglview,Other_Uncooperative,12.0,11.0,0,1.0,10.0,52.0,135.0
442,2020-01-01,astropy/regions,Other_Cooperative,11.0,11.0,1,5.0,18.0,6.0,12.0
443,2020-01-01,autoprotocol/autoprotocol-python,Other_Uncooperative,5.0,11.0,1,0.0,0.0,0.0,0.0
444,2020-01-01,aws/aws-encryption-sdk-python,Other_Uncooperative,15.0,11.0,0,44.0,80.0,25.0,39.0
445,2020-01-01,awslabs/aws-config-rdk,Other_Uncooperative,11.0,11.0,1,20.0,34.0,20.0,21.0
446,2020-01-01,beeware/toga,Other_Cooperative,15.0,11.0,0,101.0,243.0,200.0,329.0
447,2020-01-01,biolink/ontobio,Other_Uncooperative,14.0,11.0,0,5.0,22.0,0.0,0.0
448,2020-01-01,boto/boto3,Other_Uncooperative,9.0,11.0,1,18.0,501.0,653.0,959.0
449,2020-01-01,boto/botocore,Other_Uncooperative,9.0,11.0,1,65.0,236.0,199.0,270.0
450,2020-01-01,box/box-python-sdk,Other_Uncooperative,14.0,11.0,0,12.0,38.0,34.0,51.0
451,2020-01-01,camptocamp/tilecloud-chain,Other_Uncooperative,14.0,11.0,0,21.0,94.0,0.0,0.0
452,2020-01-01,celery/billiard,Other_Cooperative,5.0,11.0,1,0.0,0.0,0.0,0.0
453,2020-01-01,charlesthk/python-mailchimp,Other_Cooperative,8.0,11.0,1,0.0,0.0,0.0,0.0
454,2020-01-01,cloudbase/PyMI,Other_Uncooperative,12.0,11.0,0,0.0,1.0,2.0,4.0
455,2020-01-01,cloudendpoints/endpoints-management-python,Other_Uncooperative,9.0,11.0,1,1.0,2.0,2.0,7.0
456,2020-01-01,codecov/codecov-python,Other_Uncooperative,8.0,11.0,1,34.0,78.0,59.0,83.0
457,2020-01-01,conan-io/conan-package-tools,Other_Cooperative,11.0,11.0,1,34.0,48.0,45.0,93.0
458,2020-01-01,crate/crash,Other_Cooperative,14.0,11.0,0,9.0,15.0,0.0,0.0
459,2020-01-01,crate/crate-docs-theme,Other_Cooperative,14.0,11.0,0,10.0,26.0,3.0,4.0
460,2020-01-01,cyface/django-termsandconditions,Other_Uncooperative,12.0,11.0,0,3.0,36.0,17.0,37.0
461,2020-01-01,danieliu/play-scraper,Other_Uncooperative,11.0,11.0,1,0.0,0.0,5.0,6.0
462,2020-01-01,data61/anonlink,Other_Cooperative,14.0,11.0,0,1.0,5.0,8.0,8.0
463,2020-01-01,data61/clkhash,Other_Cooperative,14.0,11.0,0,11.0,29.0,1.0,1.0
464,2020-01-01,debops/debops,Other_Cooperative,13.0,11.0,0,174.0,988.0,103.0,184.0
465,2020-01-01,descarteslabs/descarteslabs-python,Other_Cooperative,14.0,11.0,0,0.0,167.0,3.0,4.0
466,2020-01-01,douban/pymesos,Other_Cooperative,8.0,11.0,1,5.0,12.0,2.0,5.0
467,2020-01-01,dyninc/dyn-python,Other_Uncooperative,5.0,11.0,1,0.0,0.0,0.0,0.0
468,2020-01-01,emc-openstack/storops,Other_Cooperative,13.0,11.0,0,2.0,7.0,9.0,13.0
469,2020-01-01,encode/django-rest-framework,Other_Uncooperative,13.0,11.0,0,77.0,172.0,299.0,424.0
470,2020-01-01,ethereum/eth-tester,Other_Cooperative,13.0,11.0,0,6.0,13.0,4.0,5.0
471,2020-01-01,eventbrite/pysoa,Other_Uncooperative,12.0,11.0,0,6.0,16.0,0.0,0.0
472,2020-01-01,facebook/watchman,Other_Uncooperative,13.0,11.0,0,0.0,173.0,90.0,113.0
473,2020-01-01,fastai/fastai,Other_Uncooperative,11.0,11.0,1,12.0,13.0,77.0,107.0
474,2020-01-01,finos/perspective,Other_Cooperative,15.0,11.0,0,106.0,267.0,135.0,241.0
475,2020-01-01,fugue/credstash,Other_Uncooperative,12.0,11.0,0,4.0,5.0,19.0,22.0
476,2020-01-01,getlogbook/logbook,Other_Cooperative,11.0,11.0,1,0.0,0.0,4.0,4.0
477,2020-01-01,googleapis/python-bigquery,Other_Cooperative,15.0,11.0,0,37.0,62.0,71.0,126.0
478,2020-01-01,googleapis/python-datastore,Other_Uncooperative,15.0,11.0,0,13.0,31.0,10.0,17.0
479,2020-01-01,googleapis/python-speech,Other_Uncooperative,14.0,11.0,0,6.0,10.0,18.0,29.0
480,2020-01-01,googleapis/python-storage,Other_Uncooperative,15.0,11.0,0,70.0,150.0,115.0,217.0
481,2020-01-01,hardbyte/python-can,Other_Uncooperative,13.0,11.0,0,31.0,78.0,103.0,201.0
482,2020-01-01,holgern/beem,Other_Uncooperative,14.0,11.0,0,7.0,9.0,4.0,5.0
483,2020-01-01,honeycombio/libhoney-py,Other_Uncooperative,11.0,11.0,1,0.0,0.0,1.0,1.0
484,2020-01-01,ibmdb/python-ibmdbsa,Other_Cooperative,11.0,11.0,1,1.0,2.0,13.0,26.0
485,2020-01-01,inspirehep/hepcrawl,Other_Cooperative,8.0,11.0,1,1.0,2.0,0.0,0.0
486,2020-01-01,inveniosoftware/invenio-communities,Other_Cooperative,14.0,11.0,0,6.0,61.0,28.0,28.0
487,2020-01-01,irods/python-irodsclient,Other_Cooperative,8.0,11.0,1,5.0,10.0,23.0,40.0
488,2020-01-01,jazzband/django-axes,Other_Uncooperative,14.0,11.0,0,14.0,52.0,28.0,40.0
489,2020-01-01,joke2k/faker,Other_Cooperative,13.0,11.0,0,64.0,120.0,60.0,74.0
490,2020-01-01,kbandla/dpkt,Other_Cooperative,15.0,11.0,0,6.0,12.0,15.0,16.0
491,2020-01-01,kelproject/pykube,Other_Cooperative,7.0,11.0,1,0.0,0.0,0.0,0.0
492,2020-01-01,keras-team/keras-preprocessing,Other_Cooperative,11.0,11.0,1,8.0,18.0,47.0,65.0
493,2020-01-01,lektor/lektor,Other_Cooperative,6.0,11.0,1,0.0,0.0,0.0,0.0
494,2020-01-01,marshmallow-code/marshmallow,Other_Uncooperative,14.0,11.0,0,27.0,92.0,185.0,262.0
495,2020-01-01,marshmallow-code/webargs,Other_Uncooperative,14.0,11.0,0,26.0,84.0,80.0,151.0
496,2020-01-01,materialsvirtuallab/monty,Other_Uncooperative,14.0,11.0,0,5.0,10.0,2.0,2.0
497,2020-01-01,matrix-org/matrix-python-sdk,Other_Cooperative,10.0,11.0,1,0.0,0.0,1.0,1.0
498,2020-01-01,maxcountryman/flask-login,Other_Uncooperative,14.0,11.0,0,12.0,28.0,45.0,69.0
499,2020-01-01,mayeut/pybase64,Other_Cooperative,13.0,11.0,0,0.0,3.0,0.0,0.0
